@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
416,'2023/06/09 11:30:11:109',4,1023,0,0,0,1
417,'2023/06/09 11:30:11:114',4,1023,0,0,0,1
418,'2023/06/09 11:30:11:123',4,1023,0,0,0,1
419,'2023/06/09 11:30:11:132',4,1023,0,0,0,1
420,'2023/06/09 11:30:11:141',4,1023,0,0,0,1
421,'2023/06/09 11:30:11:151',4,1023,0,0,0,1
422,'2023/06/09 11:30:35:742',5,1023,495,0,0,0.5
423,'2023/06/09 11:30:35:742',5,1023,495,0,0,0.5
424,'2023/06/09 11:30:35:766',5,1023,495,0,0,0.5
425,'2023/06/09 11:30:35:767',5,1023,495,0,0,0.5
426,'2023/06/09 11:30:35:783',5,1023,495,0,0,0.5
427,'2023/06/09 11:30:35:803',5,1023,495,0,0,0.5
428,'2023/06/09 11:30:35:804',5,1023,495,0,0,0.5
429,'2023/06/09 11:30:35:877',5,1023,495,0,0,0.5
430,'2023/06/09 11:30:35:878',5,1023,495,0,0,0.5
431,'2023/06/09 11:30:35:898',5,1023,495,0,0,0.5
432,'2023/06/09 11:30:35:899',5,1023,495,0,0,0.5
433,'2023/06/09 11:30:35:922',5,1023,495,0,0,0.5
434,'2023/06/09 11:30:35:922',5,1023,495,0,0,0.5
435,'2023/06/09 11:30:35:939',5,1023,495,0,0,0.5
436,'2023/06/09 11:30:36:013',5,1023,495,0,0,0.5
437,'2023/06/09 11:30:36:013',5,1023,495,0,0,0.5
438,'2023/06/09 11:30:36:033',5,1023,495,0,0,0.5
439,'2023/06/09 11:30:36:034',5,1023,495,0,0,0.5
440,'2023/06/09 11:30:36:053',5,1023,495,0,0,0.5
441,'2023/06/09 11:30:36:054',5,1023,495,0,0,0.5
442,'2023/06/09 11:30:36:148',5,1023,495,0,0,0.5
443,'2023/06/09 11:30:36:149',5,1023,495,0,0,0.5
444,'2023/06/09 11:30:36:172',5,1023,495,0,0,0.5
445,'2023/06/09 11:30:36:188',5,1023,495,0,0,0.5
446,'2023/06/09 11:30:36:189',5,1023,495,0,0,0.5
447,'2023/06/09 11:30:36:283',5,1023,495,0,0,0.5
448,'2023/06/09 11:30:36:284',5,1023,495,0,0,0.5
449,'2023/06/09 11:30:36:304',5,1023,495,0,0,0.5
450,'2023/06/09 11:30:36:304',5,1023,495,0,0,0.5
451,'2023/06/09 11:30:36:418',5,1023,495,0,0,0.5
452,'2023/06/09 11:30:36:418',5,1023,495,0,0,0.5
453,'2023/06/09 11:30:36:439',5,1023,495,0,0,0.5
454,'2023/06/09 11:30:36:439',5,1023,495,0,0,0.5
455,'2023/06/09 11:30:36:459',5,1023,495,0,0,0.5
456,'2023/06/09 11:30:36:461',5,1023,495,0,0,0.5
457,'2023/06/09 11:30:36:553',5,1023,495,0,0,0.5
458,'2023/06/09 11:30:36:554',5,1023,495,0,0,0.5
459,'2023/06/09 11:30:36:574',5,1023,495,0,0,0.5
460,'2023/06/09 11:30:36:575',5,1023,495,0,0,0.5
461,'2023/06/09 11:30:36:668',5,1023,495,0,0,0.5
462,'2023/06/09 11:30:36:668',5,1023,495,0,0,0.5
463,'2023/06/09 11:30:36:709',5,1023,495,0,0,0.5
464,'2023/06/09 11:30:36:710',5,1023,495,0,0,0.5
465,'2023/06/09 11:30:36:730',5,1023,495,0,0,0.5
466,'2023/06/09 11:30:36:730',5,1023,495,0,0,0.5
467,'2023/06/09 11:30:36:803',5,1023,495,0,0,0.5
468,'2023/06/09 11:30:36:804',5,1023,495,0,0,0.5
469,'2023/06/09 11:30:36:824',5,1023,495,0,0,0.5
470,'2023/06/09 11:30:36:825',5,1023,495,0,0,0.5
471,'2023/06/09 11:30:36:844',5,1023,495,0,0,0.5
472,'2023/06/09 11:30:36:845',5,1023,495,0,0,0.5
473,'2023/06/09 11:30:36:939',5,1023,495,0,0,0.5
474,'2023/06/09 11:30:36:939',5,1023,495,0,0,0.5
475,'2023/06/09 11:30:36:960',5,1023,495,0,0,0.5
476,'2023/06/09 11:30:36:961',5,1023,495,0,0,0.5
477,'2023/06/09 11:30:36:979',5,1023,495,0,0,0.5
478,'2023/06/09 11:30:36:982',5,1023,495,0,0,0.5
479,'2023/06/09 11:30:37:073',5,1023,496,0,0,0.5
480,'2023/06/09 11:30:37:073',5,1023,496,0,0,0.5
481,'2023/06/09 11:30:37:094',5,1023,496,0,0,0.5
482,'2023/06/09 11:30:37:094',5,1023,496,0,0,0.5
483,'2023/06/09 11:30:37:116',5,1023,496,0,0,0.5
484,'2023/06/09 11:30:37:117',5,1023,496,0,0,0.5
485,'2023/06/09 11:30:37:209',5,1023,495,0,0,0.5
486,'2023/06/09 11:30:37:209',5,1023,495,0,0,0.5
487,'2023/06/09 11:30:37:229',5,1023,495,0,0,0.5
488,'2023/06/09 11:30:37:230',5,1023,495,0,0,0.5
489,'2023/06/09 11:30:37:250',5,1023,495,0,0,0.5
490,'2023/06/09 11:30:37:250',5,1023,495,0,0,0.5
491,'2023/06/09 11:30:37:343',5,1023,495,0,0,0.5
492,'2023/06/09 11:30:37:344',5,1023,495,0,0,0.5
493,'2023/06/09 11:30:37:364',5,1023,495,0,0,0.5
494,'2023/06/09 11:30:37:364',5,1023,495,0,0,0.5
495,'2023/06/09 11:30:37:387',5,1023,495,0,0,0.5
496,'2023/06/09 11:30:37:387',5,1023,495,0,0,0.5
497,'2023/06/09 11:30:37:479',5,1023,495,0,0,0.5
498,'2023/06/09 11:30:37:480',5,1023,495,0,0,0.5
499,'2023/06/09 11:30:37:500',5,1023,495,0,0,0.5
500,'2023/06/09 11:30:37:500',5,1023,495,0,0,0.5
501,'2023/06/09 11:30:37:520',5,1023,495,0,0,0.5
502,'2023/06/09 11:30:37:520',5,1023,495,0,0,0.5
503,'2023/06/09 11:30:37:593',5,1023,495,0,0,0.5
504,'2023/06/09 11:30:37:594',5,1023,495,0,0,0.5
505,'2023/06/09 11:30:37:614',5,1023,495,0,0,0.5
506,'2023/06/09 11:30:37:615',5,1023,495,0,0,0.5
507,'2023/06/09 11:30:37:655',5,1023,495,0,0,0.5
508,'2023/06/09 11:30:37:656',5,1023,495,0,0,0.5
509,'2023/06/09 11:30:37:728',5,1023,495,0,0,0.5
510,'2023/06/09 11:30:37:729',5,1023,495,0,0,0.5
511,'2023/06/09 11:30:37:750',5,1023,495,0,0,0.5
512,'2023/06/09 11:30:37:750',5,1023,495,0,0,0.5
513,'2023/06/09 11:30:37:769',5,1023,495,0,0,0.5
514,'2023/06/09 11:30:37:772',5,1023,495,0,0,0.5
515,'2023/06/09 11:30:37:864',5,1023,495,0,0,0.5
516,'2023/06/09 11:30:37:864',5,1023,495,0,0,0.5
517,'2023/06/09 11:30:37:884',5,1023,495,0,0,0.5
518,'2023/06/09 11:30:37:885',5,1023,495,0,0,0.5
519,'2023/06/09 11:30:37:907',5,1023,495,0,0,0.5
520,'2023/06/09 11:30:37:908',5,1023,495,0,0,0.5
521,'2023/06/09 11:30:37:999',5,1023,496,0,0,0.5
522,'2023/06/09 11:30:38:000',5,1023,496,0,0,0.5
523,'2023/06/09 11:30:38:020',5,1023,495,0,0,0.5
524,'2023/06/09 11:30:38:020',5,1023,495,0,0,0.5
525,'2023/06/09 11:30:38:040',5,1023,495,0,0,0.5
526,'2023/06/09 11:30:38:041',5,1023,495,0,0,0.5
527,'2023/06/09 11:30:38:134',5,1023,495,0,0,0.5
528,'2023/06/09 11:30:38:134',5,1023,495,0,0,0.5
529,'2023/06/09 11:30:38:175',5,1023,495,0,0,0.5
530,'2023/06/09 11:30:38:176',5,1023,495,0,0,0.5
531,'2023/06/09 11:30:38:270',5,1023,495,0,0,0.5
532,'2023/06/09 11:30:38:271',5,1023,495,0,0,0.5
533,'2023/06/09 11:30:38:290',5,1023,495,0,0,0.5
534,'2023/06/09 11:30:38:291',5,1023,495,0,0,0.5
535,'2023/06/09 11:30:38:310',5,1023,495,0,0,0.5
536,'2023/06/09 11:30:38:310',5,1023,495,0,0,0.5
537,'2023/06/09 11:30:38:405',5,1023,495,0,0,0.5
538,'2023/06/09 11:30:38:405',5,1023,495,0,0,0.5
539,'2023/06/09 11:30:38:446',5,1023,496,0,0,0.5
540,'2023/06/09 11:30:38:446',5,1023,496,0,0,0.5
541,'2023/06/09 11:30:38:519',5,1023,495,0,0,0.5
542,'2023/06/09 11:30:38:520',5,1023,495,0,0,0.5
543,'2023/06/09 11:30:38:540',5,1023,495,0,0,0.5
544,'2023/06/09 11:30:38:541',5,1023,495,0,0,0.5
545,'2023/06/09 11:30:38:560',5,1023,495,0,0,0.5
546,'2023/06/09 11:30:38:561',5,1023,495,0,0,0.5
547,'2023/06/09 11:30:38:580',5,1023,495,0,0,0.5
548,'2023/06/09 11:30:38:581',5,1023,495,0,0,0.5
549,'2023/06/09 11:30:38:654',5,1023,495,0,0,0.5
550,'2023/06/09 11:30:38:655',5,1023,495,0,0,0.5
551,'2023/06/09 11:30:38:675',5,1023,495,0,0,0.5
552,'2023/06/09 11:30:38:675',5,1023,495,0,0,0.5
553,'2023/06/09 11:30:38:699',5,1023,495,0,0,0.5
554,'2023/06/09 11:30:38:699',5,1023,495,0,0,0.5
555,'2023/06/09 11:30:38:716',5,1023,495,0,0,0.5
556,'2023/06/09 11:30:38:720',5,1023,495,0,0,0.5
557,'2023/06/09 11:30:38:789',5,1023,495,0,0,0.5
558,'2023/06/09 11:30:38:790',5,1023,495,0,0,0.5
559,'2023/06/09 11:30:38:810',5,1023,495,0,0,0.5
560,'2023/06/09 11:30:38:810',5,1023,495,0,0,0.5
561,'2023/06/09 11:30:38:830',5,1023,495,0,0,0.5
562,'2023/06/09 11:30:38:831',5,1023,495,0,0,0.5
563,'2023/06/09 11:30:38:925',5,1023,495,0,0,0.5
564,'2023/06/09 11:30:38:926',5,1023,495,0,0,0.5
565,'2023/06/09 11:30:38:948',5,1023,496,0,0,0.5
566,'2023/06/09 11:30:38:948',5,1023,496,0,0,0.5
567,'2023/06/09 11:30:38:966',5,1023,496,0,0,0.5
568,'2023/06/09 11:32:18:652',7,768,496,0.25,0.25,0.5
569,'2023/06/09 11:32:18:652',7,768,496,0.25,0.25,0.5
570,'2023/06/09 11:32:18:680',7,769,496,0.25,0.25,0.5
571,'2023/06/09 11:32:18:681',7,769,496,0.25,0.25,0.5
572,'2023/06/09 11:32:18:717',7,769,496,0.25,0.25,0.5
573,'2023/06/09 11:32:18:718',7,769,496,0.25,0.25,0.5
574,'2023/06/09 11:32:18:746',7,769,496,0.25,0.25,0.5
575,'2023/06/09 11:32:18:748',7,769,496,0.25,0.25,0.5
576,'2023/06/09 11:32:18:782',7,768,496,0.25,0.25,0.5
577,'2023/06/09 11:32:18:783',7,768,496,0.25,0.25,0.5
578,'2023/06/09 11:32:18:811',7,769,496,0.25,0.25,0.5
579,'2023/06/09 11:32:18:812',7,769,496,0.25,0.25,0.5
580,'2023/06/09 11:32:18:848',7,768,496,0.25,0.25,0.5
581,'2023/06/09 11:32:18:849',7,768,496,0.25,0.25,0.5
582,'2023/06/09 11:32:18:877',7,769,496,0.25,0.25,0.5
583,'2023/06/09 11:32:18:878',7,769,496,0.25,0.25,0.5
584,'2023/06/09 11:32:18:914',7,769,496,0.25,0.25,0.5
585,'2023/06/09 11:32:18:915',7,769,496,0.25,0.25,0.5
586,'2023/06/09 11:32:18:943',7,768,497,0.25,0.25,0.5
587,'2023/06/09 11:32:18:943',7,768,497,0.25,0.25,0.5
588,'2023/06/09 11:32:18:979',7,769,496,0.25,0.25,0.5
589,'2023/06/09 11:32:18:980',7,769,496,0.25,0.25,0.5
590,'2023/06/09 11:32:19:008',7,768,496,0.25,0.25,0.5
591,'2023/06/09 11:32:19:009',7,768,496,0.25,0.25,0.5
592,'2023/06/09 11:32:19:045',7,769,496,0.25,0.25,0.5
593,'2023/06/09 11:32:19:046',7,769,496,0.25,0.25,0.5
594,'2023/06/09 11:32:19:073',7,768,496,0.25,0.25,0.5
595,'2023/06/09 11:32:19:074',7,768,496,0.25,0.25,0.5
596,'2023/06/09 11:32:19:110',7,769,496,0.25,0.25,0.5
597,'2023/06/09 11:32:19:111',7,769,496,0.25,0.25,0.5
598,'2023/06/09 11:32:19:139',7,768,496,0.25,0.25,0.5
599,'2023/06/09 11:32:19:139',7,768,496,0.25,0.25,0.5
600,'2023/06/09 11:32:19:176',7,769,496,0.25,0.25,0.5
601,'2023/06/09 11:32:19:177',7,769,496,0.25,0.25,0.5
602,'2023/06/09 11:32:19:204',7,769,496,0.25,0.25,0.5
603,'2023/06/09 11:32:19:205',7,769,496,0.25,0.25,0.5
604,'2023/06/09 11:32:19:241',7,769,496,0.25,0.25,0.5
605,'2023/06/09 11:32:19:242',7,769,496,0.25,0.25,0.5
606,'2023/06/09 11:32:19:270',7,769,496,0.25,0.25,0.5
607,'2023/06/09 11:32:19:270',7,769,496,0.25,0.25,0.5
608,'2023/06/09 11:32:19:307',7,769,496,0.25,0.25,0.5
609,'2023/06/09 11:32:19:307',7,769,496,0.25,0.25,0.5
610,'2023/06/09 11:32:19:336',7,769,496,0.25,0.25,0.5
611,'2023/06/09 11:32:19:336',7,769,496,0.25,0.25,0.5
612,'2023/06/09 11:32:19:372',7,769,496,0.25,0.25,0.5
613,'2023/06/09 11:32:19:373',7,769,496,0.25,0.25,0.5
614,'2023/06/09 11:32:19:401',7,769,496,0.25,0.25,0.5
615,'2023/06/09 11:32:19:402',7,769,496,0.25,0.25,0.5
616,'2023/06/09 11:32:19:438',7,769,496,0.25,0.25,0.5
617,'2023/06/09 11:32:19:439',7,769,496,0.25,0.25,0.5
618,'2023/06/09 11:32:19:467',7,769,496,0.25,0.25,0.5
619,'2023/06/09 11:32:19:468',7,769,496,0.25,0.25,0.5
620,'2023/06/09 11:32:19:503',7,769,496,0.25,0.25,0.5
621,'2023/06/09 11:32:19:504',7,769,496,0.25,0.25,0.5
622,'2023/06/09 11:32:19:532',7,769,496,0.25,0.25,0.5
623,'2023/06/09 11:32:19:533',7,769,496,0.25,0.25,0.5
624,'2023/06/09 11:32:19:569',7,769,496,0.25,0.25,0.5
625,'2023/06/09 11:32:19:570',7,769,496,0.25,0.25,0.5
626,'2023/06/09 11:32:19:598',7,769,496,0.25,0.25,0.5
627,'2023/06/09 11:32:19:598',7,769,496,0.25,0.25,0.5
628,'2023/06/09 11:32:19:635',7,769,496,0.25,0.25,0.5
629,'2023/06/09 11:32:19:636',7,769,496,0.25,0.25,0.5
630,'2023/06/09 11:32:19:663',7,769,496,0.25,0.25,0.5
631,'2023/06/09 11:32:19:664',7,769,496,0.25,0.25,0.5
632,'2023/06/09 11:32:19:700',7,768,496,0.25,0.25,0.5
633,'2023/06/09 11:32:19:701',7,768,496,0.25,0.25,0.5
634,'2023/06/09 11:32:19:729',7,769,496,0.25,0.25,0.5
635,'2023/06/09 11:32:19:729',7,769,496,0.25,0.25,0.5
636,'2023/06/09 11:32:19:766',7,769,496,0.25,0.25,0.5
637,'2023/06/09 11:32:19:767',7,769,496,0.25,0.25,0.5
638,'2023/06/09 11:32:19:795',7,769,496,0.25,0.25,0.5
639,'2023/06/09 11:32:19:795',7,769,496,0.25,0.25,0.5
640,'2023/06/09 11:32:19:831',7,769,496,0.25,0.25,0.5
641,'2023/06/09 11:32:19:832',7,769,496,0.25,0.25,0.5
642,'2023/06/09 11:32:19:860',7,769,496,0.25,0.25,0.5
643,'2023/06/09 11:32:19:860',7,769,496,0.25,0.25,0.5
644,'2023/06/09 11:32:19:896',7,769,496,0.25,0.25,0.5
645,'2023/06/09 11:32:19:897',7,769,496,0.25,0.25,0.5
646,'2023/06/09 11:32:19:925',7,769,496,0.25,0.25,0.5
647,'2023/06/09 11:32:19:926',7,769,496,0.25,0.25,0.5
648,'2023/06/09 11:32:19:962',7,769,496,0.25,0.25,0.5
649,'2023/06/09 11:32:19:962',7,769,496,0.25,0.25,0.5
650,'2023/06/09 11:32:19:990',7,768,496,0.25,0.25,0.5
651,'2023/06/09 11:32:19:991',7,768,496,0.25,0.25,0.5
652,'2023/06/09 11:32:20:027',7,768,496,0.25,0.25,0.5
653,'2023/06/09 11:32:20:028',7,768,496,0.25,0.25,0.5
654,'2023/06/09 11:32:20:057',7,769,496,0.25,0.25,0.5
655,'2023/06/09 11:32:20:057',7,769,496,0.25,0.25,0.5
656,'2023/06/09 11:32:20:093',7,769,496,0.25,0.25,0.5
657,'2023/06/09 11:32:20:094',7,769,496,0.25,0.25,0.5
658,'2023/06/09 11:32:20:122',7,769,496,0.25,0.25,0.5
659,'2023/06/09 11:32:20:122',7,769,496,0.25,0.25,0.5
660,'2023/06/09 11:32:20:159',7,769,496,0.25,0.25,0.5
661,'2023/06/09 11:32:20:159',7,769,496,0.25,0.25,0.5
662,'2023/06/09 11:32:20:187',7,769,496,0.25,0.25,0.5
663,'2023/06/09 11:32:20:188',7,769,496,0.25,0.25,0.5
664,'2023/06/09 11:32:20:224',7,769,496,0.25,0.25,0.5
665,'2023/06/09 11:32:20:225',7,769,496,0.25,0.25,0.5
666,'2023/06/09 11:32:20:253',7,769,496,0.25,0.25,0.5
667,'2023/06/09 11:32:20:254',7,769,496,0.25,0.25,0.5
668,'2023/06/09 11:32:20:290',7,768,496,0.25,0.25,0.5
669,'2023/06/09 11:32:20:291',7,768,496,0.25,0.25,0.5
670,'2023/06/09 11:32:20:319',7,768,496,0.25,0.25,0.5
671,'2023/06/09 11:32:20:319',7,768,496,0.25,0.25,0.5
672,'2023/06/09 11:32:20:355',7,769,496,0.25,0.25,0.5
673,'2023/06/09 11:32:20:356',7,769,496,0.25,0.25,0.5
674,'2023/06/09 11:32:20:384',7,769,496,0.25,0.25,0.5
675,'2023/06/09 11:32:20:385',7,769,496,0.25,0.25,0.5
676,'2023/06/09 11:32:20:421',7,769,496,0.25,0.25,0.5
677,'2023/06/09 11:32:20:422',7,769,496,0.25,0.25,0.5
678,'2023/06/09 11:32:20:450',7,769,496,0.25,0.25,0.5
679,'2023/06/09 11:32:20:451',7,769,496,0.25,0.25,0.5
680,'2023/06/09 11:32:20:487',7,769,496,0.25,0.25,0.5
681,'2023/06/09 11:32:20:488',7,769,496,0.25,0.25,0.5
682,'2023/06/09 11:32:20:515',7,769,496,0.25,0.25,0.5
683,'2023/06/09 11:32:20:515',7,769,496,0.25,0.25,0.5
684,'2023/06/09 11:32:20:552',7,769,496,0.25,0.25,0.5
685,'2023/06/09 11:32:20:553',7,769,496,0.25,0.25,0.5
686,'2023/06/09 11:32:20:581',7,769,496,0.25,0.25,0.5
687,'2023/06/09 11:32:20:581',7,769,496,0.25,0.25,0.5
688,'2023/06/09 11:32:20:617',7,769,496,0.25,0.25,0.5
689,'2023/06/09 11:32:20:619',7,769,496,0.25,0.25,0.5
690,'2023/06/09 11:32:20:646',7,769,496,0.25,0.25,0.5
691,'2023/06/09 11:32:20:647',7,769,496,0.25,0.25,0.5
692,'2023/06/09 11:32:20:683',7,769,496,0.25,0.25,0.5
693,'2023/06/09 11:32:20:684',7,769,496,0.25,0.25,0.5
694,'2023/06/09 11:32:20:712',7,769,497,0.25,0.25,0.5
695,'2023/06/09 11:32:20:713',7,769,497,0.25,0.25,0.5
696,'2023/06/09 11:32:20:748',7,769,496,0.25,0.25,0.5
697,'2023/06/09 11:32:20:749',7,769,496,0.25,0.25,0.5
698,'2023/06/09 11:32:20:777',7,769,496,0.25,0.25,0.5
699,'2023/06/09 11:32:20:778',7,769,496,0.25,0.25,0.5
700,'2023/06/09 11:32:20:814',7,769,496,0.25,0.25,0.5
701,'2023/06/09 11:32:20:814',7,769,496,0.25,0.25,0.5
702,'2023/06/09 11:32:20:843',7,768,496,0.25,0.25,0.5
703,'2023/06/09 11:32:20:843',7,768,496,0.25,0.25,0.5
704,'2023/06/09 11:32:20:879',7,769,496,0.25,0.25,0.5
705,'2023/06/09 11:32:20:880',7,769,496,0.25,0.25,0.5
706,'2023/06/09 11:32:20:909',7,769,496,0.25,0.25,0.5
707,'2023/06/09 11:32:20:909',7,769,496,0.25,0.25,0.5
708,'2023/06/09 11:32:20:945',7,768,496,0.25,0.25,0.5
709,'2023/06/09 11:32:20:946',7,768,496,0.25,0.25,0.5
710,'2023/06/09 11:32:20:974',7,769,496,0.25,0.25,0.5
711,'2023/06/09 11:32:20:975',7,769,496,0.25,0.25,0.5
712,'2023/06/09 11:32:21:010',7,769,496,0.25,0.25,0.5
713,'2023/06/09 11:32:21:011',7,769,496,0.25,0.25,0.5
714,'2023/06/09 11:32:21:039',7,769,496,0.25,0.25,0.5
715,'2023/06/09 11:32:21:040',7,769,496,0.25,0.25,0.5
716,'2023/06/09 11:32:21:076',7,768,496,0.25,0.25,0.5
717,'2023/06/09 11:32:21:076',7,768,496,0.25,0.25,0.5
718,'2023/06/09 11:32:21:142',7,769,496,0.25,0.25,0.5
719,'2023/06/09 11:32:21:143',7,769,496,0.25,0.25,0.5
720,'2023/06/09 11:32:21:207',7,769,496,0.25,0.25,0.5
721,'2023/06/09 11:32:21:208',7,769,496,0.25,0.25,0.5
722,'2023/06/09 11:32:21:273',7,769,496,0.25,0.25,0.5
723,'2023/06/09 11:32:21:274',7,769,496,0.25,0.25,0.5
724,'2023/06/09 11:32:21:339',7,769,496,0.25,0.25,0.5
725,'2023/06/09 11:32:21:339',7,769,496,0.25,0.25,0.5
726,'2023/06/09 11:32:21:404',7,769,496,0.25,0.25,0.5
727,'2023/06/09 11:32:21:405',7,769,496,0.25,0.25,0.5
728,'2023/06/09 11:32:56:729',8,168,496,0.75,0.75,0.5
729,'2023/06/09 11:32:56:730',8,168,496,0.75,0.75,0.5
730,'2023/06/09 11:32:56:759',8,168,496,0.75,0.75,0.5
731,'2023/06/09 11:32:56:759',8,168,496,0.75,0.75,0.5
732,'2023/06/09 11:32:56:795',8,168,496,0.75,0.75,0.5
733,'2023/06/09 11:32:56:796',8,168,496,0.75,0.75,0.5
734,'2023/06/09 11:32:56:824',8,168,496,0.75,0.75,0.5
735,'2023/06/09 11:32:56:825',8,168,496,0.75,0.75,0.5
736,'2023/06/09 11:32:56:861',8,168,496,0.75,0.75,0.5
737,'2023/06/09 11:32:56:861',8,168,496,0.75,0.75,0.5
738,'2023/06/09 11:32:56:889',8,168,496,0.75,0.75,0.5
739,'2023/06/09 11:32:56:890',8,168,496,0.75,0.75,0.5
740,'2023/06/09 11:32:56:926',8,168,496,0.75,0.75,0.5
741,'2023/06/09 11:32:56:927',8,168,496,0.75,0.75,0.5
742,'2023/06/09 11:32:56:955',8,168,496,0.75,0.75,0.5
743,'2023/06/09 11:32:56:957',8,168,496,0.75,0.75,0.5
744,'2023/06/09 11:32:56:992',8,168,496,0.75,0.75,0.5
745,'2023/06/09 11:32:56:992',8,168,496,0.75,0.75,0.5
746,'2023/06/09 11:32:57:020',8,168,496,0.75,0.75,0.5
747,'2023/06/09 11:32:57:021',8,168,496,0.75,0.75,0.5
748,'2023/06/09 11:32:57:057',8,168,496,0.75,0.75,0.5
749,'2023/06/09 11:32:57:058',8,168,496,0.75,0.75,0.5
750,'2023/06/09 11:32:57:086',8,168,496,0.75,0.75,0.5
751,'2023/06/09 11:32:57:087',8,168,496,0.75,0.75,0.5
752,'2023/06/09 11:32:57:123',8,168,496,0.75,0.75,0.5
753,'2023/06/09 11:32:57:124',8,168,496,0.75,0.75,0.5
754,'2023/06/09 11:32:57:151',8,168,496,0.75,0.75,0.5
755,'2023/06/09 11:32:57:152',8,168,496,0.75,0.75,0.5
756,'2023/06/09 11:32:57:188',8,168,496,0.75,0.75,0.5
757,'2023/06/09 11:32:57:189',8,168,496,0.75,0.75,0.5
758,'2023/06/09 11:32:57:217',8,168,496,0.75,0.75,0.5
759,'2023/06/09 11:32:57:218',8,168,496,0.75,0.75,0.5
760,'2023/06/09 11:32:57:254',8,168,496,0.75,0.75,0.5
761,'2023/06/09 11:32:57:255',8,168,496,0.75,0.75,0.5
762,'2023/06/09 11:32:57:282',8,168,496,0.75,0.75,0.5
763,'2023/06/09 11:32:57:283',8,168,496,0.75,0.75,0.5
764,'2023/06/09 11:32:57:319',8,168,496,0.75,0.75,0.5
765,'2023/06/09 11:32:57:320',8,168,496,0.75,0.75,0.5
766,'2023/06/09 11:32:57:348',8,168,496,0.75,0.75,0.5
767,'2023/06/09 11:32:57:349',8,168,496,0.75,0.75,0.5
768,'2023/06/09 11:32:57:385',8,168,496,0.75,0.75,0.5
769,'2023/06/09 11:32:57:385',8,168,496,0.75,0.75,0.5
770,'2023/06/09 11:32:57:414',8,168,496,0.75,0.75,0.5
771,'2023/06/09 11:32:57:414',8,168,496,0.75,0.75,0.5
772,'2023/06/09 11:32:57:450',8,168,496,0.75,0.75,0.5
773,'2023/06/09 11:32:57:451',8,168,496,0.75,0.75,0.5
774,'2023/06/09 11:32:57:479',8,168,496,0.75,0.75,0.5
775,'2023/06/09 11:32:57:479',8,168,496,0.75,0.75,0.5
776,'2023/06/09 11:32:57:515',8,168,496,0.75,0.75,0.5
777,'2023/06/09 11:32:57:516',8,168,496,0.75,0.75,0.5
778,'2023/06/09 11:32:57:544',8,168,496,0.75,0.75,0.5
779,'2023/06/09 11:32:57:545',8,168,496,0.75,0.75,0.5
780,'2023/06/09 11:32:57:582',8,168,496,0.75,0.75,0.5
781,'2023/06/09 11:32:57:582',8,168,496,0.75,0.75,0.5
782,'2023/06/09 11:32:57:610',8,168,496,0.75,0.75,0.5
783,'2023/06/09 11:32:57:611',8,168,496,0.75,0.75,0.5
784,'2023/06/09 11:32:57:647',8,168,496,0.75,0.75,0.5
785,'2023/06/09 11:32:57:648',8,168,496,0.75,0.75,0.5
786,'2023/06/09 11:32:57:676',8,168,496,0.75,0.75,0.5
787,'2023/06/09 11:32:57:677',8,168,496,0.75,0.75,0.5
788,'2023/06/09 11:32:57:713',8,168,496,0.75,0.75,0.5
789,'2023/06/09 11:32:57:714',8,168,496,0.75,0.75,0.5
790,'2023/06/09 11:32:57:741',8,168,496,0.75,0.75,0.5
791,'2023/06/09 11:32:57:742',8,168,496,0.75,0.75,0.5
792,'2023/06/09 11:32:57:778',8,168,496,0.75,0.75,0.5
793,'2023/06/09 11:32:57:778',8,168,496,0.75,0.75,0.5
794,'2023/06/09 11:32:57:807',8,168,496,0.75,0.75,0.5
795,'2023/06/09 11:32:57:807',8,168,496,0.75,0.75,0.5
796,'2023/06/09 11:32:57:844',8,168,496,0.75,0.75,0.5
797,'2023/06/09 11:32:57:845',8,168,496,0.75,0.75,0.5
798,'2023/06/09 11:32:57:872',8,168,496,0.75,0.75,0.5
799,'2023/06/09 11:32:57:873',8,168,496,0.75,0.75,0.5
800,'2023/06/09 11:32:57:909',8,168,496,0.75,0.75,0.5
801,'2023/06/09 11:32:57:910',8,168,496,0.75,0.75,0.5
802,'2023/06/09 11:32:57:938',8,168,496,0.75,0.75,0.5
803,'2023/06/09 11:32:57:939',8,168,496,0.75,0.75,0.5
804,'2023/06/09 11:32:57:975',8,168,496,0.75,0.75,0.5
805,'2023/06/09 11:32:57:976',8,168,496,0.75,0.75,0.5
806,'2023/06/09 11:32:58:004',8,168,496,0.75,0.75,0.5
807,'2023/06/09 11:32:58:004',8,168,496,0.75,0.75,0.5
808,'2023/06/09 11:32:58:040',8,168,496,0.75,0.75,0.5
809,'2023/06/09 11:32:58:041',8,168,496,0.75,0.75,0.5
810,'2023/06/09 11:32:58:069',8,168,496,0.75,0.75,0.5
811,'2023/06/09 11:32:58:070',8,168,496,0.75,0.75,0.5
812,'2023/06/09 11:32:58:105',8,168,496,0.75,0.75,0.5
813,'2023/06/09 11:32:58:106',8,168,496,0.75,0.75,0.5
